Time,USDT,USDS,USDC,PayPal USD,USDe,DAI,PAXG_Price,bitcoin,聯準會利率,DXY_Index,USD/EUR,USD/JPY,USD/CNY,UNRATE,NASDAQ_Price,T10YIE(類似通膨日資料),VIX,道瓊平均工業指數,美國公債10年期殖利率,S&P500
2020/4/29,0.000298,,0.000923,,,0.016442,0.007523,0.127318,-0.2,-0.0029,-0.00498,-0.0015,-0.0004,0,0.035663,0,-0.06971,0.022086,0.016129,0.026577
2020/4/30,-0.002986,,-0.003313,,,-0.020228,-0.023899,-0.01619,0,-0.00552,-0.0075,0.004405,-0.00206,0,-0.00282,-0.0614,0.0935,-0.0117,0.015873,-0.00922
2020/5/1,0.003009,,0.003093,,,0.006458,0.025661,0.023816,0,0.000606,-0.00219,-0.00224,0,-0.10811,-0.03202,-0.00935,0.089019,-0.02555,0,-0.02805
2020/5/2,-0.004621,,-0.002399,,,-0.000918,-0.012802,0.013969,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/3,0.00003,,-0.003205,,,-0.011866,-0.007096,-0.01014,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/4,0.002592,,0.003358,,,0.014615,0.005286,0.001707,0,0.004037,0.006698,-0.00187,0,0,0.012292,0.009434,-0.0328,0.001099,0,0.004239
2020/5/5,-0.005221,,-0.003523,,,0.004413,-0.011324,0.010145,0,0.002312,0.006545,-0.00141,0,0,0.011296,0.028037,-0.06561,0.005614,0.03125,0.009041
2020/5/6,0.01706,,0.008961,,,-0.014169,-0.000339,0.029511,0.25,0.003811,0.003901,-0.00413,0.006004,0,0.005139,0,0.015174,-0.00915,0.090909,-0.00697
2020/5/7,-0.014771,,-0.007091,,,0.010846,0.005906,0.073662,0,-0.002,-0.00367,0.001225,-0.00284,0,0.014148,-0.01818,-0.07855,0.008927,-0.125,0.011515
2020/5/8,0.000867,,0.003066,,,-0.004908,0.014461,-0.01094,0,-0.0016,-0.00054,0.003576,-0.00144,0,0.015776,0.037037,-0.11005,0.019075,0.095238,0.016868
2020/5/9,0.00105,,-0.001873,,,-0.001054,-0.010314,-0.02527,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/10,-0.003745,,-0.000419,,,0.006376,0.000971,-0.08729,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/11,-0.002688,,-0.004364,,,-0.01581,-0.008726,-0.01766,0,0.005114,0.003035,0.00947,0.003534,0,0.007786,0.008929,-0.01465,-0.00449,0.057971,0.000171
2020/5/12,0.002375,,0.003881,,,0.009088,0.003505,0.023563,0,-0.00309,-0.00367,-0.00492,-0.0023,0,-0.02065,-0.0354,0.198404,-0.01888,-0.05479,-0.02054
2020/5/13,-0.000502,,-0.00018,,,0.021183,0.006839,0.052872,0,0.003102,0.00282,-0.00103,0.001327,0,-0.01548,-0.01835,0.067797,-0.02175,-0.07246,-0.01746
2020/5/14,-0.001371,,-0.004124,,,-0.015128,0.008862,0.050025,0,0.002294,0.001082,0.002056,0.000508,0,0.009088,-0.00935,-0.07568,0.016232,-0.01563,0.011525
2020/5/15,0.005117,,0.006084,,,-0.022062,0.001802,-0.04166,0,-0.0007,-0.00097,-0.00205,0.000888,0,0.007921,0.028302,-0.02208,0.002543,0.015873,0.003926
2020/5/16,-0.003763,,-0.003601,,,0.017502,0.010315,0.005233,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/17,0.001396,,0.00226,,,-0.009042,0.006228,0.031324,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/18,-0.000239,,-0.000284,,,0.005483,-0.011639,0.005774,0,-0.00727,-0.00887,0.002897,0.001056,0,0.024435,0.073394,-0.08122,0.038503,0.140625,0.031498
2020/5/19,-0.005325,,-0.005907,,,-0.004094,0.012122,0.000253,0,-0.00301,-0.00098,0.003261,-0.00146,0,-0.00539,-0.01709,0.04198,-0.01588,-0.0411,-0.01049
2020/5/20,0.002941,,0.004613,,,0.006319,0.006269,-0.02118,0,-0.00252,-0.00502,-0.00158,-0.00082,0,0.02076,0.008696,-0.0832,0.015245,-0.02857,0.016662
2020/5/21,0.003057,,0.002012,,,-0.005003,-0.015498,-0.04633,0,0.002522,0.002525,0.00093,0.003073,0,-0.0097,-0.01724,0.05502,-0.00414,0,-0.00777
2020/5/22,0.000285,,0.001144,,,0.012205,-0.001509,0.011101,0,0.004931,0.004599,0,0.002136,0,0.004277,-0.01754,-0.04639,-0.00037,-0.02941,0.00234
2020/5/23,0.003243,,0.001451,,,-0.0061,-0.002091,0.002909,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/24,-0.004424,,-0.002187,,,-0.015919,-0.004364,-0.04549,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/25,0.002108,,-0.000098,,,0.009999,-0.004289,0.013261,0,0,0,0.000743,0.000884,0,0,0,0,0,0,0
2020/5/26,-0.005175,,-0.002926,,,0.002429,-0.00455,-0.00807,0,-0.00951,-0.00741,-0.00158,-0.00025,0,0.001676,0.008929,-0.00533,0.021661,0.045455,0.012316
2020/5/27,0.00656,,0.00296,,,0.010587,-0.00367,0.039158,0,0.001517,-0.00209,0.001767,0.004863,0,0.007724,0.00885,-0.01392,0.022131,-0.01449,0.014807
2020/5/28,-0.003386,,-0.003363,,,0.003885,0.014461,0.037548,0,-0.00686,-0.00649,-0.00074,-0.00326,0,-0.00461,0.035088,0.035119,-0.00578,0.029412,-0.00211
2020/5/29,0.0022,,0.003463,,,-0.011212,0.005174,-0.00909,0,-0.00041,-0.00199,0.001301,-0.00126,0,0.012902,-0.02542,-0.03778,-0.00069,-0.07143,0.004819
2020/5/30,-0.002942,,0.000855,,,0.007891,-0.004888,0.027682,0,0,0,0,0,0,0,0,0,0,0,0
2020/5/31,-0.002369,,-0.000804,,,-0.017399,0.006678,-0.02467,0,0,0,0,0,0,0,0,0,0,0,0
